2023-04-15 18:36:33,792 - [INFO] - {'name': 'nell23k_distmult', 'dataset': 'NELL23K', 'model': 'hogrn', 'score_func': 'distmult', 'opn': 'mult', 'batch_size': 256, 'max_epochs': 9999, 'gamma': 40, 'gpu': '0', 'l2': 0, 'lr': 0.001, 'lbl_smooth': 0.1, 'num_workers': 2, 'seed': 41504, 'restore': False, 'bias': False, 'rel_reason': True, 'pre_reason': False, 'reason_type': 'mixdrop', 'act_type': 'tanh', 'rel_norm': False, 'init_dim': 150, 'gcn_dim': 150, 'embed_dim': 150, 'gcn_layer': 2, 'dropout': 0.3, 'hid_drop': 0.2, 'relmix_dim': 200, 'chamix_dim': 200, 'rel_mask': 0, 'chan_drop': 0.2, 'edge_drop': 0, 'temperature': 1, 'sim_decay': 0, 'rel_drop': 0, 'hid_drop2': 0.3, 'feat_drop': 0.3, 'k_w': 10, 'k_h': 10, 'num_filt': 32, 'ker_sz': 3, 'log_dir': './log/', 'config_dir': './config/'}
{'act_type': 'tanh',
 'batch_size': 256,
 'bias': False,
 'chamix_dim': 200,
 'chan_drop': 0.2,
 'config_dir': './config/',
 'dataset': 'NELL23K',
 'dropout': 0.3,
 'edge_drop': 0,
 'embed_dim': 150,
 'feat_drop': 0.3,
 'gamma': 40,
 'gcn_dim': 150,
 'gcn_layer': 2,
 'gpu': '0',
 'hid_drop': 0.2,
 'hid_drop2': 0.3,
 'init_dim': 150,
 'k_h': 10,
 'k_w': 10,
 'ker_sz': 3,
 'l2': 0,
 'lbl_smooth': 0.1,
 'log_dir': './log/',
 'lr': 0.001,
 'max_epochs': 9999,
 'model': 'hogrn',
 'name': 'nell23k_distmult',
 'num_filt': 32,
 'num_workers': 2,
 'opn': 'mult',
 'pre_reason': False,
 'reason_type': 'mixdrop',
 'rel_drop': 0,
 'rel_mask': 0,
 'rel_norm': False,
 'rel_reason': True,
 'relmix_dim': 200,
 'restore': False,
 'score_func': 'distmult',
 'seed': 41504,
 'sim_decay': 0,
 'temperature': 1}
Dataset:  NELL23K
NUM_ENT:  22925
NUM_REL:  200
Model have 3.9653M paramerters in total
########
2023-04-15 18:36:41,449 - [INFO] - [Epoch:0]:  Training Loss:0.1511
2023-04-15 19:00:43,569 - [INFO] - [Epoch 249 valid]: MR: Tail : 1764.5, Head : 3140.3, Avg : 2452.4
2023-04-15 19:00:43,569 - [INFO] - [Epoch 249]: Training Loss: 0.00098223, Best Valid MRR: 0.15224


########
2023-04-15 19:00:48,954 - [INFO] - [Epoch:250]:  Training Loss:0.0009793

Time cost in one epoch for training: 0.0899s
2023-04-15 19:00:50,695 - [INFO] - [Epoch 250 valid]: MRR: Tail : 0.18182, Head : 0.11093, Avg : 0.14638
2023-04-15 19:00:50,696 - [INFO] - [Epoch 250 valid]: MR: Tail : 1673.3, Head : 2979.4, Avg : 2326.3
2023-04-15 19:00:50,696 - [INFO] - [Epoch 250]: Training Loss: 0.0009793, Best Valid MRR: 0.15224


########
2023-04-15 19:00:56,144 - [INFO] - [Epoch:251]:  Training Loss:0.0009851

Time cost in one epoch for training: 0.0909s
2023-04-15 19:00:57,928 - [INFO] - [Epoch 251 valid]: MRR: Tail : 0.18756, Head : 0.11881, Avg : 0.15319
2023-04-15 19:00:57,929 - [INFO] - [Epoch 251 valid]: MR: Tail : 1616.6, Head : 2974.4, Avg : 2295.5
2023-04-15 19:00:58,057 - [INFO] - [Epoch 251]: Training Loss: 0.0009851, Best Valid MRR: 0.15319


########
2023-04-15 19:01:03,514 - [INFO] - [Epoch:252]:  Training Loss:0.0009819

Time cost in one epoch for training: 0.0910s
2023-04-15 19:01:05,256 - [INFO] - [Epoch 252 valid]: MRR: Tail : 0.18716, Head : 0.12129, Avg : 0.15423
2023-04-15 19:01:05,256 - [INFO] - [Epoch 252 valid]: MR: Tail : 1594.3, Head : 2884.6, Avg : 2239.5
2023-04-15 19:01:05,373 - [INFO] - [Epoch 252]: Training Loss: 0.00098186, Best Valid MRR: 0.15423


########
2023-04-15 19:01:10,855 - [INFO] - [Epoch:253]:  Training Loss:0.0009747

Time cost in one epoch for training: 0.0915s
2023-04-15 19:01:12,590 - [INFO] - [Epoch 253 valid]: MRR: Tail : 0.18525, Head : 0.11515, Avg : 0.1502
2023-04-15 19:01:12,590 - [INFO] - [Epoch 253 valid]: MR: Tail : 1706.1, Head : 2987.4, Avg : 2346.8
2023-04-15 19:01:12,590 - [INFO] - [Epoch 253]: Training Loss: 0.00097469, Best Valid MRR: 0.15423


########
2023-04-15 19:01:18,076 - [INFO] - [Epoch:254]:  Training Loss:0.0009796

Time cost in one epoch for training: 0.0915s
2023-04-15 19:01:19,773 - [INFO] - [Epoch 254 valid]: MRR: Tail : 0.18448, Head : 0.12126, Avg : 0.15287
2023-04-15 19:01:19,773 - [INFO] - [Epoch 254 valid]: MR: Tail : 1591.3, Head : 2857.9, Avg : 2224.6
2023-04-15 19:01:19,773 - [INFO] - [Epoch 254]: Training Loss: 0.00097959, Best Valid MRR: 0.15423


########
2023-04-15 19:01:25,162 - [INFO] - [Epoch:255]:  Training Loss:0.0009705

Time cost in one epoch for training: 0.0899s
2023-04-15 19:01:26,920 - [INFO] - [Epoch 255 valid]: MRR: Tail : 0.1624, Head : 0.09722, Avg : 0.12981
2023-04-15 19:01:26,920 - [INFO] - [Epoch 255 valid]: MR: Tail : 1693.2, Head : 2940.5, Avg : 2316.8
2023-04-15 19:01:26,920 - [INFO] - [Epoch 255]: Training Loss: 0.00097051, Best Valid MRR: 0.15423


########
2023-04-15 19:01:32,400 - [INFO] - [Epoch:256]:  Training Loss:0.000981

Time cost in one epoch for training: 0.0914s
2023-04-15 19:01:34,130 - [INFO] - [Epoch 256 valid]: MRR: Tail : 0.18227, Head : 0.11769, Avg : 0.14998
2023-04-15 19:01:34,131 - [INFO] - [Epoch 256 valid]: MR: Tail : 1588.3, Head : 2794.1, Avg : 2191.2
2023-04-15 19:01:34,131 - [INFO] - [Epoch 256]: Training Loss: 0.00098103, Best Valid MRR: 0.15423


########
2023-04-15 19:01:39,679 - [INFO] - [Epoch:257]:  Training Loss:0.0009848

Time cost in one epoch for training: 0.0926s
2023-04-15 19:01:41,387 - [INFO] - [Epoch 257 valid]: MRR: Tail : 0.18648, Head : 0.12162, Avg : 0.15405
2023-04-15 19:01:41,388 - [INFO] - [Epoch 257 valid]: MR: Tail : 1591.3, Head : 2773.2, Avg : 2182.2
2023-04-15 19:01:41,388 - [INFO] - [Epoch 257]: Training Loss: 0.00098482, Best Valid MRR: 0.15423


########
2023-04-15 19:01:46,785 - [INFO] - [Epoch:258]:  Training Loss:0.0009844

Time cost in one epoch for training: 0.0901s
2023-04-15 19:01:48,493 - [INFO] - [Epoch 258 valid]: MRR: Tail : 0.17085, Head : 0.09611, Avg : 0.13348
2023-04-15 19:01:48,494 - [INFO] - [Epoch 258 valid]: MR: Tail : 1748.4, Head : 2979.9, Avg : 2364.1
2023-04-15 19:01:48,494 - [INFO] - [Epoch 258]: Training Loss: 0.00098437, Best Valid MRR: 0.15423


########
2023-04-15 19:01:54,011 - [INFO] - [Epoch:259]:  Training Loss:0.0009848

Time cost in one epoch for training: 0.0921s
2023-04-15 19:01:55,708 - [INFO] - [Epoch 259 valid]: MRR: Tail : 0.17908, Head : 0.11151, Avg : 0.14529
2023-04-15 19:01:55,709 - [INFO] - [Epoch 259 valid]: MR: Tail : 1625.5, Head : 2818.2, Avg : 2221.8
2023-04-15 19:01:55,709 - [INFO] - [Epoch 259]: Training Loss: 0.00098477, Best Valid MRR: 0.15423


########
2023-04-15 19:02:01,183 - [INFO] - [Epoch:260]:  Training Loss:0.0009762

Time cost in one epoch for training: 0.0913s
2023-04-15 19:02:02,909 - [INFO] - [Epoch 260 valid]: MRR: Tail : 0.18784, Head : 0.10941, Avg : 0.14862
2023-04-15 19:02:02,910 - [INFO] - [Epoch 260 valid]: MR: Tail : 1696.4, Head : 2869.2, Avg : 2282.8
2023-04-15 19:02:02,910 - [INFO] - [Epoch 260]: Training Loss: 0.00097625, Best Valid MRR: 0.15423


########
2023-04-15 19:02:08,366 - [INFO] - [Epoch:261]:  Training Loss:0.001014

Time cost in one epoch for training: 0.0911s
2023-04-15 19:02:10,091 - [INFO] - [Epoch 261 valid]: MRR: Tail : 0.17516, Head : 0.0963, Avg : 0.13573
2023-04-15 19:02:10,091 - [INFO] - [Epoch 261 valid]: MR: Tail : 1758.5, Head : 3094.9, Avg : 2426.7
2023-04-15 19:02:10,091 - [INFO] - [Epoch 261]: Training Loss: 0.0010135, Best Valid MRR: 0.15423


########
2023-04-15 19:02:15,555 - [INFO] - [Epoch:262]:  Training Loss:0.0009827

Time cost in one epoch for training: 0.0911s
2023-04-15 19:02:17,299 - [INFO] - [Epoch 262 valid]: MRR: Tail : 0.18618, Head : 0.10767, Avg : 0.14692
2023-04-15 19:02:17,299 - [INFO] - [Epoch 262 valid]: MR: Tail : 1712.2, Head : 2995.2, Avg : 2353.7
2023-04-15 19:02:17,300 - [INFO] - Gamma decay on saturation, updated value of gamma: 20
2023-04-15 19:02:17,300 - [INFO] - [Epoch 262]: Training Loss: 0.00098273, Best Valid MRR: 0.15423


########
2023-04-15 19:02:22,756 - [INFO] - [Epoch:263]:  Training Loss:0.0009956

Time cost in one epoch for training: 0.0910s
2023-04-15 19:02:24,463 - [INFO] - [Epoch 263 valid]: MRR: Tail : 0.1829, Head : 0.10799, Avg : 0.14545
2023-04-15 19:02:24,464 - [INFO] - [Epoch 263 valid]: MR: Tail : 1733.7, Head : 3004.1, Avg : 2368.9
2023-04-15 19:02:24,464 - [INFO] - [Epoch 263]: Training Loss: 0.00099564, Best Valid MRR: 0.15423


########
2023-04-15 19:02:29,945 - [INFO] - [Epoch:264]:  Training Loss:0.0009987

Time cost in one epoch for training: 0.0914s
2023-04-15 19:02:31,647 - [INFO] - [Epoch 264 valid]: MRR: Tail : 0.16172, Head : 0.08143, Avg : 0.12158
2023-04-15 19:02:31,648 - [INFO] - [Epoch 264 valid]: MR: Tail : 1910.4, Head : 3257.7, Avg : 2584.1
2023-04-15 19:02:31,648 - [INFO] - [Epoch 264]: Training Loss: 0.00099873, Best Valid MRR: 0.15423


########
2023-04-15 19:02:37,119 - [INFO] - [Epoch:265]:  Training Loss:0.001016

Time cost in one epoch for training: 0.0913s
2023-04-15 19:02:38,837 - [INFO] - [Epoch 265 valid]: MRR: Tail : 0.09479, Head : 0.07436, Avg : 0.08457
2023-04-15 19:02:38,837 - [INFO] - [Epoch 265 valid]: MR: Tail : 2109.5, Head : 3498.6, Avg : 2804.1
2023-04-15 19:02:38,837 - [INFO] - [Epoch 265]: Training Loss: 0.0010161, Best Valid MRR: 0.15423


########
2023-04-15 19:02:44,296 - [INFO] - [Epoch:266]:  Training Loss:0.001001

Time cost in one epoch for training: 0.0911s
2023-04-15 19:02:46,013 - [INFO] - [Epoch 266 valid]: MRR: Tail : 0.1757, Head : 0.10529, Avg : 0.14049
2023-04-15 19:02:46,013 - [INFO] - [Epoch 266 valid]: MR: Tail : 1759.1, Head : 2977.5, Avg : 2368.3
2023-04-15 19:02:46,013 - [INFO] - [Epoch 266]: Training Loss: 0.0010006, Best Valid MRR: 0.15423


########
2023-04-15 19:02:51,462 - [INFO] - [Epoch:267]:  Training Loss:0.0009901

Time cost in one epoch for training: 0.0909s
2023-04-15 19:02:53,196 - [INFO] - [Epoch 267 valid]: MRR: Tail : 0.1857, Head : 0.11307, Avg : 0.14938
2023-04-15 19:02:53,197 - [INFO] - [Epoch 267 valid]: MR: Tail : 1651.9, Head : 2912.0, Avg : 2282.0
2023-04-15 19:02:53,197 - [INFO] - [Epoch 267]: Training Loss: 0.0009901, Best Valid MRR: 0.15423


########
2023-04-15 19:02:58,610 - [INFO] - [Epoch:268]:  Training Loss:0.0009813

Time cost in one epoch for training: 0.0904s
2023-04-15 19:03:00,374 - [INFO] - [Epoch 268 valid]: MRR: Tail : 0.18659, Head : 0.1105, Avg : 0.14854
2023-04-15 19:03:00,374 - [INFO] - [Epoch 268 valid]: MR: Tail : 1647.0, Head : 2964.7, Avg : 2305.8
2023-04-15 19:03:00,374 - [INFO] - [Epoch 268]: Training Loss: 0.00098135, Best Valid MRR: 0.15423


########
2023-04-15 19:03:05,845 - [INFO] - [Epoch:269]:  Training Loss:0.0009756

Time cost in one epoch for training: 0.0913s
2023-04-15 19:03:07,581 - [INFO] - [Epoch 269 valid]: MRR: Tail : 0.19549, Head : 0.11804, Avg : 0.15677
2023-04-15 19:03:07,582 - [INFO] - [Epoch 269 valid]: MR: Tail : 1597.6, Head : 2808.9, Avg : 2203.3
2023-04-15 19:03:07,699 - [INFO] - [Epoch 269]: Training Loss: 0.00097564, Best Valid MRR: 0.15677


########
2023-04-15 19:03:13,198 - [INFO] - [Epoch:270]:  Training Loss:0.0009772

Time cost in one epoch for training: 0.0917s
2023-04-15 19:03:14,944 - [INFO] - [Epoch 270 valid]: MRR: Tail : 0.19863, Head : 0.12117, Avg : 0.1599
2023-04-15 19:03:14,944 - [INFO] - [Epoch 270 valid]: MR: Tail : 1600.5, Head : 2849.0, Avg : 2224.7
2023-04-15 19:03:15,070 - [INFO] - [Epoch 270]: Training Loss: 0.00097718, Best Valid MRR: 0.1599


########
2023-04-15 19:03:20,510 - [INFO] - [Epoch:271]:  Training Loss:0.000972

Time cost in one epoch for training: 0.0908s
2023-04-15 19:03:22,228 - [INFO] - [Epoch 271 valid]: MRR: Tail : 0.18354, Head : 0.11326, Avg : 0.1484
2023-04-15 19:03:22,228 - [INFO] - [Epoch 271 valid]: MR: Tail : 1632.7, Head : 2933.2, Avg : 2282.9
2023-04-15 19:03:22,228 - [INFO] - [Epoch 271]: Training Loss: 0.000972, Best Valid MRR: 0.1599


########
2023-04-15 19:03:27,672 - [INFO] - [Epoch:272]:  Training Loss:0.0009722

Time cost in one epoch for training: 0.0908s
2023-04-15 19:03:29,421 - [INFO] - [Epoch 272 valid]: MRR: Tail : 0.17085, Head : 0.10748, Avg : 0.13917
2023-04-15 19:03:29,421 - [INFO] - [Epoch 272 valid]: MR: Tail : 1695.9, Head : 2957.6, Avg : 2326.8
2023-04-15 19:03:29,421 - [INFO] - [Epoch 272]: Training Loss: 0.00097215, Best Valid MRR: 0.1599


########
2023-04-15 19:03:34,890 - [INFO] - [Epoch:273]:  Training Loss:0.000967

Time cost in one epoch for training: 0.0913s
2023-04-15 19:03:36,621 - [INFO] - [Epoch 273 valid]: MRR: Tail : 0.19537, Head : 0.12171, Avg : 0.15854
2023-04-15 19:03:36,621 - [INFO] - [Epoch 273 valid]: MR: Tail : 1621.3, Head : 2934.2, Avg : 2277.8
2023-04-15 19:03:36,621 - [INFO] - [Epoch 273]: Training Loss: 0.00096705, Best Valid MRR: 0.1599


########
2023-04-15 19:03:42,027 - [INFO] - [Epoch:274]:  Training Loss:0.00097

Time cost in one epoch for training: 0.0902s
2023-04-15 19:03:43,741 - [INFO] - [Epoch 274 valid]: MRR: Tail : 0.17874, Head : 0.11498, Avg : 0.14686
2023-04-15 19:03:43,742 - [INFO] - [Epoch 274 valid]: MR: Tail : 1741.3, Head : 3046.7, Avg : 2394.0
2023-04-15 19:03:43,742 - [INFO] - [Epoch 274]: Training Loss: 0.00096996, Best Valid MRR: 0.1599


########
2023-04-15 19:03:49,190 - [INFO] - [Epoch:275]:  Training Loss:0.0009807

Time cost in one epoch for training: 0.0908s
2023-04-15 19:03:50,970 - [INFO] - [Epoch 275 valid]: MRR: Tail : 0.18517, Head : 0.11436, Avg : 0.14976
2023-04-15 19:03:50,971 - [INFO] - [Epoch 275 valid]: MR: Tail : 1741.5, Head : 3021.9, Avg : 2381.7
2023-04-15 19:03:50,971 - [INFO] - [Epoch 275]: Training Loss: 0.00098069, Best Valid MRR: 0.1599


########
2023-04-15 19:03:56,447 - [INFO] - [Epoch:276]:  Training Loss:0.0009772

Time cost in one epoch for training: 0.0913s
2023-04-15 19:03:58,165 - [INFO] - [Epoch 276 valid]: MRR: Tail : 0.18878, Head : 0.11858, Avg : 0.15368
2023-04-15 19:03:58,165 - [INFO] - [Epoch 276 valid]: MR: Tail : 1663.6, Head : 2950.3, Avg : 2307.0
2023-04-15 19:03:58,165 - [INFO] - [Epoch 276]: Training Loss: 0.00097723, Best Valid MRR: 0.1599


########
2023-04-15 19:04:03,693 - [INFO] - [Epoch:277]:  Training Loss:0.0009798

Time cost in one epoch for training: 0.0922s
2023-04-15 19:04:05,451 - [INFO] - [Epoch 277 valid]: MRR: Tail : 0.18367, Head : 0.10604, Avg : 0.14485
2023-04-15 19:04:05,451 - [INFO] - [Epoch 277 valid]: MR: Tail : 1747.1, Head : 3006.4, Avg : 2376.7
2023-04-15 19:04:05,451 - [INFO] - [Epoch 277]: Training Loss: 0.0009798, Best Valid MRR: 0.1599


########
2023-04-15 19:04:10,879 - [INFO] - [Epoch:278]:  Training Loss:0.0009727

Time cost in one epoch for training: 0.0905s
2023-04-15 19:04:12,617 - [INFO] - [Epoch 278 valid]: MRR: Tail : 0.19934, Head : 0.12238, Avg : 0.16086
2023-04-15 19:04:12,617 - [INFO] - [Epoch 278 valid]: MR: Tail : 1624.3, Head : 2874.4, Avg : 2249.3
2023-04-15 19:04:12,750 - [INFO] - [Epoch 278]: Training Loss: 0.00097271, Best Valid MRR: 0.16086


########
2023-04-15 19:04:18,209 - [INFO] - [Epoch:279]:  Training Loss:0.0009677

Time cost in one epoch for training: 0.0911s
2023-04-15 19:04:19,959 - [INFO] - [Epoch 279 valid]: MRR: Tail : 0.20006, Head : 0.12616, Avg : 0.16311
2023-04-15 19:04:19,959 - [INFO] - [Epoch 279 valid]: MR: Tail : 1631.5, Head : 2950.8, Avg : 2291.1
2023-04-15 19:04:20,079 - [INFO] - [Epoch 279]: Training Loss: 0.0009677, Best Valid MRR: 0.16311


########
2023-04-15 19:04:25,493 - [INFO] - [Epoch:280]:  Training Loss:0.0009916

Time cost in one epoch for training: 0.0904s
2023-04-15 19:04:27,232 - [INFO] - [Epoch 280 valid]: MRR: Tail : 0.18858, Head : 0.11271, Avg : 0.15065
2023-04-15 19:04:27,232 - [INFO] - [Epoch 280 valid]: MR: Tail : 1731.3, Head : 2971.6, Avg : 2351.5
2023-04-15 19:04:27,232 - [INFO] - [Epoch 280]: Training Loss: 0.00099157, Best Valid MRR: 0.16311


########
2023-04-15 19:04:32,675 - [INFO] - [Epoch:281]:  Training Loss:0.0009748

Time cost in one epoch for training: 0.0908s
2023-04-15 19:04:34,385 - [INFO] - [Epoch 281 valid]: MRR: Tail : 0.19339, Head : 0.11584, Avg : 0.15461
2023-04-15 19:04:34,385 - [INFO] - [Epoch 281 valid]: MR: Tail : 1677.4, Head : 2972.2, Avg : 2324.8
2023-04-15 19:04:34,385 - [INFO] - [Epoch 281]: Training Loss: 0.00097484, Best Valid MRR: 0.16311


########
2023-04-15 19:04:39,854 - [INFO] - [Epoch:282]:  Training Loss:0.000971

Time cost in one epoch for training: 0.0912s
2023-04-15 19:04:41,574 - [INFO] - [Epoch 282 valid]: MRR: Tail : 0.19973, Head : 0.12639, Avg : 0.16306
2023-04-15 19:04:41,574 - [INFO] - [Epoch 282 valid]: MR: Tail : 1657.1, Head : 2977.4, Avg : 2317.2
2023-04-15 19:04:41,574 - [INFO] - [Epoch 282]: Training Loss: 0.00097097, Best Valid MRR: 0.16311


########
2023-04-15 19:04:47,049 - [INFO] - [Epoch:283]:  Training Loss:0.0009725

Time cost in one epoch for training: 0.0914s
2023-04-15 19:04:48,780 - [INFO] - [Epoch 283 valid]: MRR: Tail : 0.2021, Head : 0.12928, Avg : 0.16569
2023-04-15 19:04:48,781 - [INFO] - [Epoch 283 valid]: MR: Tail : 1601.4, Head : 2853.0, Avg : 2227.2
2023-04-15 19:04:48,902 - [INFO] - [Epoch 283]: Training Loss: 0.00097248, Best Valid MRR: 0.16569


########
2023-04-15 19:04:54,368 - [INFO] - [Epoch:284]:  Training Loss:0.001005

Time cost in one epoch for training: 0.0912s
2023-04-15 19:04:56,119 - [INFO] - [Epoch 284 valid]: MRR: Tail : 0.16246, Head : 0.09888, Avg : 0.13067
2023-04-15 19:04:56,120 - [INFO] - [Epoch 284 valid]: MR: Tail : 1918.6, Head : 3301.0, Avg : 2609.8
2023-04-15 19:04:56,120 - [INFO] - [Epoch 284]: Training Loss: 0.0010054, Best Valid MRR: 0.16569


########
2023-04-15 19:05:01,530 - [INFO] - [Epoch:285]:  Training Loss:0.0009901

Time cost in one epoch for training: 0.0902s
2023-04-15 19:05:03,270 - [INFO] - [Epoch 285 valid]: MRR: Tail : 0.15765, Head : 0.08673, Avg : 0.12219
2023-04-15 19:05:03,270 - [INFO] - [Epoch 285 valid]: MR: Tail : 1854.8, Head : 3265.3, Avg : 2560.0
2023-04-15 19:05:03,270 - [INFO] - [Epoch 285]: Training Loss: 0.00099007, Best Valid MRR: 0.16569


########
2023-04-15 19:05:08,744 - [INFO] - [Epoch:286]:  Training Loss:0.0009929

Time cost in one epoch for training: 0.0913s
2023-04-15 19:05:10,466 - [INFO] - [Epoch 286 valid]: MRR: Tail : 0.18756, Head : 0.11813, Avg : 0.15284
2023-04-15 19:05:10,466 - [INFO] - [Epoch 286 valid]: MR: Tail : 1753.8, Head : 2970.6, Avg : 2362.2
2023-04-15 19:05:10,466 - [INFO] - [Epoch 286]: Training Loss: 0.00099293, Best Valid MRR: 0.16569


########
2023-04-15 19:05:15,938 - [INFO] - [Epoch:287]:  Training Loss:0.0009751

Time cost in one epoch for training: 0.0913s
2023-04-15 19:05:17,715 - [INFO] - [Epoch 287 valid]: MRR: Tail : 0.19105, Head : 0.12191, Avg : 0.15648
2023-04-15 19:05:17,715 - [INFO] - [Epoch 287 valid]: MR: Tail : 1640.2, Head : 2857.8, Avg : 2249.0
2023-04-15 19:05:17,715 - [INFO] - [Epoch 287]: Training Loss: 0.00097515, Best Valid MRR: 0.16569


########
2023-04-15 19:05:23,209 - [INFO] - [Epoch:288]:  Training Loss:0.000968

Time cost in one epoch for training: 0.0916s
2023-04-15 19:05:24,922 - [INFO] - [Epoch 288 valid]: MRR: Tail : 0.19345, Head : 0.12617, Avg : 0.15981
2023-04-15 19:05:24,922 - [INFO] - [Epoch 288 valid]: MR: Tail : 1626.0, Head : 2895.9, Avg : 2260.9
2023-04-15 19:05:24,922 - [INFO] - [Epoch 288]: Training Loss: 0.00096798, Best Valid MRR: 0.16569


########
2023-04-15 19:05:30,376 - [INFO] - [Epoch:289]:  Training Loss:0.0009665

Time cost in one epoch for training: 0.0910s
2023-04-15 19:05:32,101 - [INFO] - [Epoch 289 valid]: MRR: Tail : 0.19074, Head : 0.11926, Avg : 0.155
2023-04-15 19:05:32,102 - [INFO] - [Epoch 289 valid]: MR: Tail : 1630.3, Head : 2907.7, Avg : 2269.0
2023-04-15 19:05:32,102 - [INFO] - [Epoch 289]: Training Loss: 0.00096647, Best Valid MRR: 0.16569


########
2023-04-15 19:05:37,549 - [INFO] - [Epoch:290]:  Training Loss:0.0009667

Time cost in one epoch for training: 0.0909s
2023-04-15 19:05:39,276 - [INFO] - [Epoch 290 valid]: MRR: Tail : 0.17954, Head : 0.11321, Avg : 0.14638
2023-04-15 19:05:39,276 - [INFO] - [Epoch 290 valid]: MR: Tail : 1748.7, Head : 3003.2, Avg : 2376.0
2023-04-15 19:05:39,276 - [INFO] - [Epoch 290]: Training Loss: 0.00096666, Best Valid MRR: 0.16569


########
2023-04-15 19:05:44,748 - [INFO] - [Epoch:291]:  Training Loss:0.0009749

Time cost in one epoch for training: 0.0913s
2023-04-15 19:05:46,513 - [INFO] - [Epoch 291 valid]: MRR: Tail : 0.19563, Head : 0.12545, Avg : 0.16054
2023-04-15 19:05:46,514 - [INFO] - [Epoch 291 valid]: MR: Tail : 1606.7, Head : 2863.4, Avg : 2235.1
2023-04-15 19:05:46,514 - [INFO] - [Epoch 291]: Training Loss: 0.00097495, Best Valid MRR: 0.16569


########
2023-04-15 19:05:52,012 - [INFO] - [Epoch:292]:  Training Loss:0.0009637

Time cost in one epoch for training: 0.0917s
2023-04-15 19:05:53,699 - [INFO] - [Epoch 292 valid]: MRR: Tail : 0.19717, Head : 0.1251, Avg : 0.16113
2023-04-15 19:05:53,700 - [INFO] - [Epoch 292 valid]: MR: Tail : 1560.7, Head : 2911.4, Avg : 2236.0
2023-04-15 19:05:53,700 - [INFO] - [Epoch 292]: Training Loss: 0.0009637, Best Valid MRR: 0.16569


########
2023-04-15 19:05:59,098 - [INFO] - [Epoch:293]:  Training Loss:0.0009743

Time cost in one epoch for training: 0.0901s
2023-04-15 19:06:00,807 - [INFO] - [Epoch 293 valid]: MRR: Tail : 0.1924, Head : 0.12062, Avg : 0.15651
2023-04-15 19:06:00,808 - [INFO] - [Epoch 293 valid]: MR: Tail : 1585.4, Head : 2890.8, Avg : 2238.1
2023-04-15 19:06:00,808 - [INFO] - Gamma decay on saturation, updated value of gamma: 15
2023-04-15 19:06:00,808 - [INFO] - [Epoch 293]: Training Loss: 0.00097428, Best Valid MRR: 0.16569


########
2023-04-15 19:06:06,239 - [INFO] - [Epoch:294]:  Training Loss:0.0009606

Time cost in one epoch for training: 0.0906s
2023-04-15 19:06:07,943 - [INFO] - [Epoch 294 valid]: MRR: Tail : 0.19814, Head : 0.12742, Avg : 0.16278
2023-04-15 19:06:07,943 - [INFO] - [Epoch 294 valid]: MR: Tail : 1623.1, Head : 2865.7, Avg : 2244.4
2023-04-15 19:06:07,943 - [INFO] - [Epoch 294]: Training Loss: 0.00096065, Best Valid MRR: 0.16569


########
2023-04-15 19:06:13,361 - [INFO] - [Epoch:295]:  Training Loss:0.0009698

Time cost in one epoch for training: 0.0904s
2023-04-15 19:06:15,095 - [INFO] - [Epoch 295 valid]: MRR: Tail : 0.19636, Head : 0.12799, Avg : 0.16217
2023-04-15 19:06:15,096 - [INFO] - [Epoch 295 valid]: MR: Tail : 1620.1, Head : 2876.5, Avg : 2248.3
2023-04-15 19:06:15,096 - [INFO] - [Epoch 295]: Training Loss: 0.00096984, Best Valid MRR: 0.16569


########
2023-04-15 19:06:20,532 - [INFO] - [Epoch:296]:  Training Loss:0.0009638

Time cost in one epoch for training: 0.0907s
2023-04-15 19:06:22,261 - [INFO] - [Epoch 296 valid]: MRR: Tail : 0.20434, Head : 0.13517, Avg : 0.16976
2023-04-15 19:06:22,261 - [INFO] - [Epoch 296 valid]: MR: Tail : 1590.8, Head : 2891.0, Avg : 2240.9
2023-04-15 19:06:22,383 - [INFO] - [Epoch 296]: Training Loss: 0.00096384, Best Valid MRR: 0.16976


########
2023-04-15 19:06:27,849 - [INFO] - [Epoch:297]:  Training Loss:0.0009721

Time cost in one epoch for training: 0.0912s
2023-04-15 19:06:29,592 - [INFO] - [Epoch 297 valid]: MRR: Tail : 0.1937, Head : 0.12452, Avg : 0.15911
2023-04-15 19:06:29,592 - [INFO] - [Epoch 297 valid]: MR: Tail : 1584.8, Head : 2838.3, Avg : 2211.5
2023-04-15 19:06:29,592 - [INFO] - [Epoch 297]: Training Loss: 0.00097215, Best Valid MRR: 0.16976


########
2023-04-15 19:06:34,990 - [INFO] - [Epoch:298]:  Training Loss:0.0009635

Time cost in one epoch for training: 0.0901s
2023-04-15 19:06:36,705 - [INFO] - [Epoch 298 valid]: MRR: Tail : 0.20546, Head : 0.12819, Avg : 0.16682
2023-04-15 19:06:36,705 - [INFO] - [Epoch 298 valid]: MR: Tail : 1541.7, Head : 2743.7, Avg : 2142.7
